dataset_name,quality_label,num_rows,num_columns,severity_score,missing_percentage,imbalance_ratio,dataset_size,sparsity_score,aspect_ratio,log_rows,log_columns,severity_per_1k_rows,imbalance_severity,missing_severity,quality_risk
titanic_test.csv,Bad,418,11,46,78.23,,4598,0.7823,34.833333333333336,6.037870919922137,2.4849066497880004,32.44005641748942,0.0,35.985800000000005,56.669
titanic_train.csv,Bad,891,12,46,77.1,0.616,10692,0.7709999999999999,68.53846153846153,6.79346613258001,2.5649493574615367,24.325753569539927,28.336,35.466,59.22999999999999
tmdb_5000_credits.csv,Good,4803,4,16,0.0,,19212,0.0,960.6,8.477204183199873,1.6094379124341003,2.757194554540755,0.0,0.0,19.7
tmdb_5000_movies.csv,Bad,4803,20,75,64.36,,96060,0.6436,228.71428571428572,8.477204183199873,3.044522437723423,12.924349474409787,0.0,48.27,65.55799999999999
toyota.csv,Bad,6738,9,37,0.0,,60642,0.0,673.8,8.815666824946216,2.302585092994046,4.781597311966916,0.0,0.0,29.15
train.csv,Good,2000,21,16,0.0,,42000,0.0,90.9090909090909,7.601402334583733,3.091042453358316,5.333333333333333,0.0,0.0,19.7
Tweets.csv,Bad,14640,15,36,99.78,,219600,0.9978,915.0,9.591581091193483,2.772588722239781,2.3017902813299234,0.0,35.9208,58.634
unclean cclass.csv,Bad,4006,11,46,66.82,,44066,0.6681999999999999,333.8333333333333,8.295798110636145,2.4849066497880004,9.188973232121453,0.0,30.737199999999998,53.245999999999995
unclean focus.csv,Bad,5604,11,46,60.96,,61644,0.6096,467.0,8.63141433550626,2.4849066497880004,6.965475469412477,0.0,28.0416,51.488
urban_climate.csv,Good,11040,12,21,0.0,,132480,0.0,849.2307692307693,9.309370895439137,2.5649493574615367,1.7441860465116281,0.0,0.0,21.95
Using Linguistic Diversity China.csv,Good,65535,17,20,0.0,,1114095,0.0,3640.8333333333335,11.090354888959125,2.8903717578961645,0.3005936725031938,0.0,0.0,21.5
vauxhall.csv,Bad,13632,9,37,0.0,,122688,0.0,1363.2,9.520248603186129,2.302585092994046,2.528704209950793,0.0,0.0,29.15
vw.csv,Good,15157,9,27,0.0,,136413,0.0,1515.7,9.626283724371975,2.302585092994046,1.671102308596893,0.0,0.0,24.65
WA_Fn-UseC_-HR-Employee-Attrition.csv,Bad,1470,35,60,0.0,0.839,51450,0.0,40.833333333333336,7.293697720601438,3.58351893845611,24.291497975708506,50.339999999999996,0.0,47.974999999999994
WA_Fn-UseC_-Telco-Customer-Churn.csv,Good,7043,21,10,0.16,0.735,147903,0.0016,320.1363636363636,8.859931469616097,3.091042453358316,1.2433171702101207,7.35,0.016,22.923
water_potability.csv,Bad,3276,10,45,23.84,,32760,0.2384,297.8181818181818,8.094683648698815,2.3978952727983707,10.523854069223574,0.0,10.728,39.902
weatherAUS.csv,Bad,145460,23,61,48.01,,3345580,0.48009999999999997,6060.833333333333,11.887663288427097,3.1780538303479458,0.4164959715963403,0.0,29.286099999999998,54.352999999999994
weatherHistory.csv,Bad,96453,12,36,0.54,0.888,1157436,0.0054,7419.461538461538,11.476821489739347,2.5649493574615367,0.3694088432372528,31.968,0.19440000000000002,38.562
winequality-red.csv,Bad,1599,12,37,0.0,0.426,19188,0.0,123.0,7.3777589082278725,2.5649493574615367,14.236244709503653,15.762,0.0,27.299999999999997
youtube-top-100-songs-2025.csv,Good,100,13,10,15.0,,1300,0.15,7.142857142857143,4.61512051684126,2.6390573296152584,9.09090909090909,0.0,1.5,21.5
Youtube01-Psy.csv,Good,350,5,10,0.0,,1750,0.0,58.333333333333336,5.860786223465865,1.791759469228055,7.4074074074074066,0.0,0.0,17.0
Youtube02-KatyPerry.csv,Good,350,5,10,0.0,,1750,0.0,58.333333333333336,5.860786223465865,1.791759469228055,7.4074074074074066,0.0,0.0,17.0
Youtube03-LMFAO.csv,Good,438,5,10,0.0,,2190,0.0,73.0,6.0844994130751715,1.791759469228055,6.954102920723227,0.0,0.0,17.0
Youtube04-Eminem.csv,Bad,448,5,40,54.69,,2240,0.5468999999999999,74.66666666666667,6.1070228877422545,1.791759469228055,27.624309392265193,0.0,21.875999999999998,46.907
Youtube05-Shakira.csv,Good,370,5,10,0.0,,1850,0.0,61.666666666666664,5.916202062607435,1.791759469228055,7.2992700729927,0.0,0.0,17.0
